season,phase,seq,week,home,away,home_score,away_score,winner
36,regular,111,16,YKW,PHI,,,home
36,playoff,10017,17,SJS,AZ,13.0,28.0,away
36,playoff,10017,17,SAR,YKW,25.0,22.0,home
36,playoff,10018,18,HON,AZ,38.0,21.0,home
36,playoff,10018,18,CHI,SAR,2.0,22.0,away
36,playoff,10019,19,SAR,HON,28.0,31.0,away
37,regular,0,1,COL,BAL,,,away
37,regular,1,1,AUS,NOLA,,,away
37,regular,2,1,SJS,OCO,,,away
37,regular,3,1,SAR,CHI,,,home
37,regular,4,1,BER,NYS,,,away
37,regular,5,1,PHI,YKW,,,away
37,regular,6,1,HON,AZ,,,home
37,regular,7,2,CHI,YKW,,,away
37,regular,8,2,AZ,NYS,,,home
37,regular,9,2,COL,NOLA,,,home
37,regular,10,2,SJS,HON,,,away
37,regular,11,2,BER,SAR,,,away
37,regular,12,2,OCO,AUS,,,home
37,regular,13,2,BAL,PHI,,,home
37,regular,14,3,HON,OCO,,,away
37,regular,15,3,BAL,AUS,,,home
37,regular,16,3,PHI,CHI,,,home
37,regular,17,3,SAR,COL,,,home
37,regular,18,3,YKW,BER,,,home
37,regular,19,3,NYS,SJS,,,away
37,regular,20,3,NOLA,AZ,,,home
37,regular,21,4,COL,BER,,,away
37,regular,22,4,NOLA,NYS,,,home
37,regular,23,4,CHI,BAL,,,home
37,regular,24,4,AZ,SJS,,,home
37,regular,25,4,YKW,SAR,,,away
37,regular,26,4,AUS,HON,,,home
37,regular,27,4,PHI,OCO,,,home
37,regular,28,5,BAL,BER,,,home
37,regular,29,5,CHI,COL,,,home
37,regular,30,5,AZ,OCO,,,home
37,regular,31,5,SAR,PHI,,,away
37,regular,32,5,HON,NOLA,,,home
37,regular,33,5,NYS,AUS,,,home
37,regular,34,5,YKW,SJS,,,home
37,regular,35,6,NYS,HON,,,away
37,regular,36,6,SJS,AUS,,,home
37,regular,37,6,PHI,COL,,,home
37,regular,38,6,SAR,AZ,,,home
37,regular,39,6,BAL,YKW,,,away
37,regular,40,6,BER,CHI,,,away
37,regular,41,6,OCO,NOLA,,,home
37,regular,42,7,OCO,NYS,,,away
37,regular,43,7,AUS,AZ,,,home
37,regular,44,7,SAR,BAL,,,home
37,regular,45,7,CHI,HON,,,away
37,regular,46,7,COL,YKW,,,away
37,regular,47,7,BER,PHI,,,home
37,regular,48,7,NOLA,SJS,,,home
37,regular,49,8,AUS,SAR,,,away
37,regular,50,8,NOLA,BAL,,,away
37,regular,51,8,NYS,COL,,,away
37,regular,52,8,AZ,CHI,,,away
37,regular,53,8,SJS,BER,,,home
37,regular,54,8,OCO,YKW,,,away
37,regular,55,8,HON,PHI,,,away
37,regular,56,9,PHI,AUS,,,home
37,regular,57,9,YKW,HON,,,away
37,regular,58,9,BAL,NYS,,,home
37,regular,59,9,BER,NOLA,,,away
37,regular,60,9,CHI,OCO,,,home
37,regular,61,9,COL,AZ,,,away
37,regular,62,9,SAR,SJS,,,home
37,regular,63,10,SJS,PHI,,,home
37,regular,64,10,COL,SAR,,,home
37,regular,65,10,NYS,NOLA,,,away
37,regular,66,10,YKW,BAL,,,home
37,regular,67,10,HON,AUS,,,home
37,regular,68,10,CHI,BER,,,home
37,regular,69,10,OCO,AZ,,,away
37,regular,70,11,AZ,HON,,,home
37,regular,71,11,NOLA,OCO,,,home
37,regular,72,11,SJS,NYS,,,away
37,regular,73,11,PHI,BAL,,,home
37,regular,74,11,SAR,BER,,,away
37,regular,75,11,AUS,CHI,,,away
37,regular,76,11,YKW,COL,,,away
37,regular,77,12,NOLA,AUS,,,home
37,regular,78,12,BER,YKW,,,home
37,regular,79,12,NYS,OCO,,,home
37,regular,80,12,AZ,BAL,,,home
37,regular,81,12,HON,SJS,,,home
37,regular,82,12,CHI,SAR,,,home
37,regular,83,12,COL,PHI,,,away
37,regular,84,13,AUS,NYS,,,away
37,regular,85,13,NOLA,SAR,,,away
37,regular,86,13,BAL,COL,,,home
37,regular,87,13,PHI,BER,,,home
37,regular,88,13,SJS,AZ,,,away
37,regular,89,13,YKW,CHI,,,home
37,regular,90,13,OCO,HON,,,home
37,regular,91,14,BER,BAL,,,home
37,regular,92,14,CHI,PHI,,,home
37,regular,93,14,NYS,AZ,,,away
37,regular,94,14,SAR,YKW,,,home
37,regular,95,14,SJS,NOLA,,,home
37,regular,96,14,AUS,OCO,,,away
37,regular,97,14,HON,COL,,,away
37,regular,98,15,PHI,SAR,,,away
37,regular,99,15,NOLA,HON,,,home
37,regular,100,15,BAL,CHI,,,home
37,regular,101,15,NYS,YKW,,,away
37,regular,102,15,AZ,AUS,,,home
37,regular,103,15,OCO,SJS,,,home
37,regular,104,15,BER,COL,,,home
37,regular,105,16,COL,CHI,,,away
37,regular,106,16,BAL,SAR,,,away
37,regular,107,16,YKW,PHI,,,home
37,regular,108,16,AZ,NOLA,,,home
37,regular,109,16,AUS,SJS,,,away
37,regular,110,16,HON,NYS,,,home
37,regular,111,16,OCO,BER,,,away
37,playoff,10017,17,YKW,CHI,36.0,26.0,home
37,playoff,10017,17,NOLA,HON,10.0,27.0,away
37,playoff,10018,18,AZ,HON,31.0,19.0,home
37,playoff,10018,18,SAR,YKW,41.0,24.0,home
37,playoff,10019,19,SAR,AZ,11.0,31.0,away
38,regular,0,1,COL,AUS,,,away
38,regular,1,1,PHI,CHI,,,away
38,regular,2,1,AZ,NOLA,,,home
38,regular,3,1,BER,BAL,,,home
38,regular,4,1,NYS,SJS,,,home
38,regular,5,1,HON,OCO,,,away
38,regular,6,1,YKW,SAR,,,away
38,regular,7,2,OCO,NYS,,,away
38,regular,8,2,BAL,PHI,,,home
38,regular,9,2,SAR,CHI,,,away
38,regular,10,2,NOLA,AUS,,,away
38,regular,11,2,BER,SJS,,,away
38,regular,12,2,HON,AZ,,,away
38,regular,13,2,COL,YKW,,,away
38,regular,14,3,SJS,NOLA,,,home
38,regular,15,3,AZ,OCO,,,home
38,regular,16,3,BAL,NYS,,,away
38,regular,17,3,PHI,SAR,,,away
38,regular,18,3,YKW,BER,,,home
38,regular,19,3,CHI,COL,,,home
38,regular,20,3,AUS,HON,,,home
38,regular,21,4,CHI,YKW,,,away
38,regular,22,4,NYS,AZ,,,away
38,regular,23,4,PHI,OCO,,,home
38,regular,24,4,BER,COL,,,home
38,regular,25,4,SJS,AUS,,,away
38,regular,26,4,SAR,BAL,,,away
38,regular,27,4,NOLA,HON,,,home
38,regular,28,5,AZ,SJS,,,home
38,regular,29,5,AUS,NYS,,,away
38,regular,30,5,CHI,HON,,,home
38,regular,31,5,BAL,COL,,,home
38,regular,32,5,SAR,BER,,,home
38,regular,33,5,NOLA,OCO,,,away
38,regular,34,5,YKW,PHI,,,home
38,regular,35,6,AUS,AZ,,,home
38,regular,36,6,HON,NYS,,,away
38,regular,37,6,PHI,BER,,,home
38,regular,38,6,YKW,NOLA,,,away
38,regular,39,6,BAL,CHI,,,home
38,regular,40,6,COL,SAR,,,home
38,regular,41,6,OCO,SJS,,,home
38,regular,42,7,BER,CHI,,,home
38,regular,43,7,COL,PHI,,,home
38,regular,44,7,SJS,HON,,,home
38,regular,45,7,OCO,AUS,,,away
38,regular,46,7,NYS,NOLA,,,away
38,regular,47,7,YKW,BAL,,,home
38,regular,48,7,SAR,AZ,,,away
38,regular,49,8,HON,COL,,,away
38,regular,50,8,OCO,CHI,,,home
38,regular,51,8,AZ,PHI,,,home
38,regular,52,8,NYS,YKW,,,away
38,regular,53,8,SJS,BAL,,,away
38,regular,54,8,AUS,BER,,,away
38,regular,55,8,NOLA,SAR,,,away
38,regular,56,9,YKW,HON,,,home
38,regular,57,9,PHI,NYS,,,away
38,regular,58,9,CHI,AZ,,,away
38,regular,59,9,BAL,AUS,,,home
38,regular,60,9,COL,SJS,,,away
38,regular,61,9,SAR,OCO,,,away
38,regular,62,9,BER,NOLA,,,home
38,regular,63,10,SAR,COL,,,away
38,regular,64,10,OCO,NOLA,,,home
38,regular,65,10,HON,PHI,,,away
38,regular,66,10,BER,YKW,,,home
38,regular,67,10,AUS,SJS,,,away
38,regular,68,10,CHI,BAL,,,home
38,regular,69,10,AZ,NYS,,,home
38,regular,70,11,YKW,COL,,,home
38,regular,71,11,NYS,SAR,,,away
38,regular,72,11,CHI,BER,,,away
38,regular,73,11,NOLA,AZ,,,home
38,regular,74,11,SJS,OCO,,,home
38,regular,75,11,HON,AUS,,,away
38,regular,76,11,PHI,BAL,,,home
38,regular,77,12,SAR,YKW,,,away
38,regular,78,12,BER,PHI,,,home
38,regular,79,12,SJS,NYS,,,home
38,regular,80,12,COL,CHI,,,home
38,regular,81,12,AUS,OCO,,,away
38,regular,82,12,NOLA,BAL,,,home
38,regular,83,12,AZ,HON,,,home
38,regular,84,13,OCO,AZ,,,away
38,regular,85,13,NYS,AUS,,,home
38,regular,86,13,SJS,YKW,,,home
38,regular,87,13,BAL,BER,,,home
38,regular,88,13,PHI,COL,,,home
38,regular,89,13,HON,NOLA,,,away
38,regular,90,13,CHI,SAR,,,away
38,regular,91,14,HON,SJS,,,away
38,regular,92,14,NYS,OCO,,,home
38,regular,93,14,AZ,BER,,,home
38,regular,94,14,COL,BAL,,,away
38,regular,95,14,SAR,PHI,,,home
38,regular,96,14,AUS,NOLA,,,home
38,regular,97,14,YKW,CHI,,,away
38,regular,98,15,NOLA,NYS,,,home
38,regular,99,15,OCO,HON,,,home
38,regular,100,15,COL,BER,,,away
38,regular,101,15,PHI,YKW,,,home
38,regular,102,15,SJS,AZ,,,home
38,regular,103,15,BAL,SAR,,,home
38,regular,104,15,AUS,CHI,,,away
38,regular,105,16,BER,SAR,,,home
38,regular,106,16,BAL,YKW,,,away
38,regular,107,16,CHI,PHI,,,away
38,regular,108,16,NOLA,SJS,,,home
38,regular,109,16,NYS,HON,,,home
38,regular,110,16,AZ,AUS,,,home
38,regular,111,16,OCO,COL,,,home
38,playoff,10017,17,SJS,NYS,9.0,31.0,away
38,playoff,10017,17,YKW,BAL,38.0,32.0,home
38,playoff,10018,18,AZ,NYS,31.0,28.0,home
38,playoff,10018,18,BER,YKW,27.0,24.0,home
38,playoff,10019,19,AZ,BER,23.0,21.0,home
39,regular,0,1,NYS,OCO,,,away
39,regular,1,1,YKW,BER,,,home
39,regular,2,1,COL,HON,,,home
39,regular,3,1,SAR,BAL,,,home
39,regular,4,1,AZ,SJS,,,home
39,regular,5,1,CTC,CHI,,,home
39,regular,6,1,AUS,NOLA,,,home
39,regular,7,2,CTC,NOLA,,,away
39,regular,8,2,NYS,AZ,,,away
39,regular,9,2,COL,YKW,,,away
39,regular,10,2,OCO,AUS,,,away
39,regular,11,2,CHI,SAR,,,away
39,regular,12,2,BER,BAL,,,home
39,regular,13,2,SJS,HON,,,home
39,regular,14,3,BAL,COL,,,home
39,regular,15,3,HON,NYS,,,away
39,regular,16,3,NOLA,SJS,,,home
39,regular,17,3,AZ,OCO,,,home
39,regular,18,3,CHI,AUS,,,home
39,regular,19,3,SAR,BER,,,home
39,regular,20,3,YKW,CTC,,,home
39,regular,21,4,SJS,NYS,,,home
39,regular,22,4,BAL,YKW,,,away
39,regular,23,4,AUS,AZ,,,home
39,regular,24,4,SAR,OCO,,,home
39,regular,25,4,CTC,COL,,,away
39,regular,26,4,NOLA,HON,,,home
39,regular,27,4,BER,CHI,,,away
39,regular,28,5,BER,CTC,,,away
39,regular,29,5,SJS,OCO,,,home
39,regular,30,5,YKW,SAR,,,home
39,regular,31,5,AZ,NOLA,,,away
39,regular,32,5,HON,AUS,,,away
39,regular,33,5,BAL,NYS,,,away
39,regular,34,5,CHI,COL,,,away
39,regular,35,6,CHI,BAL,,,away
39,regular,36,6,COL,BER,,,away
39,regular,37,6,OCO,NOLA,,,home
39,regular,38,6,HON,AZ,,,away
39,regular,39,6,NYS,AUS,,,away
39,regular,40,6,SAR,CTC,,,home
39,regular,41,6,YKW,SJS,,,home
39,regular,42,7,CTC,BAL,,,home
39,regular,43,7,COL,SAR,,,away
39,regular,44,7,NOLA,NYS,,,away
39,regular,45,7,OCO,HON,,,home
39,regular,46,7,AUS,SJS,,,home
39,regular,47,7,YKW,CHI,,,home
39,regular,48,7,BER,AZ,,,away
39,regular,49,8,NOLA,CHI,,,away
39,regular,50,8,HON,CTC,,,home
39,regular,51,8,SJS,BER,,,home
39,regular,52,8,NYS,COL,,,away
39,regular,53,8,OCO,BAL,,,away
39,regular,54,8,AZ,SAR,,,home
39,regular,55,8,AUS,YKW,,,away
39,regular,56,9,COL,NOLA,,,home
39,regular,57,9,BER,OCO,,,away
39,regular,58,9,CTC,SJS,,,home
39,regular,59,9,YKW,NYS,,,home
39,regular,60,9,SAR,AUS,,,away
39,regular,61,9,BAL,AZ,,,home
39,regular,62,9,CHI,HON,,,home
39,regular,63,10,AZ,AUS,,,home
39,regular,64,10,BER,COL,,,home
39,regular,65,10,OCO,SJS,,,away
39,regular,66,10,NYS,SAR,,,away
39,regular,67,10,CTC,YKW,,,away
39,regular,68,10,HON,NOLA,,,away
39,regular,69,10,BAL,CHI,,,away
39,regular,70,11,NYS,HON,,,home
39,regular,71,11,SAR,CHI,,,away
39,regular,72,11,YKW,COL,,,home
39,regular,73,11,AUS,BER,,,home
39,regular,74,11,BAL,CTC,,,away
39,regular,75,11,SJS,AZ,,,home
39,regular,76,11,NOLA,OCO,,,home
39,regular,77,12,HON,OCO,,,home
39,regular,78,12,SJS,CHI,,,away
39,regular,79,12,AZ,NYS,,,home
39,regular,80,12,BER,YKW,,,home
39,regular,81,12,CTC,SAR,,,home
39,regular,82,12,NOLA,AUS,,,home
39,regular,83,12,COL,BAL,,,home
39,regular,84,13,NYS,SJS,,,home
39,regular,85,13,BAL,BER,,,home
39,regular,86,13,OCO,AZ,,,away
39,regular,87,13,AUS,HON,,,home
39,regular,88,13,NOLA,YKW,,,away
39,regular,89,13,CHI,CTC,,,home
39,regular,90,13,SAR,COL,,,tie
39,regular,91,14,YKW,BAL,,,home
39,regular,92,14,NYS,NOLA,,,home
39,regular,93,14,AUS,OCO,,,home
39,regular,94,14,AZ,CTC,,,away
39,regular,95,14,COL,CHI,,,home
39,regular,96,14,BER,SAR,,,away
39,regular,97,14,HON,SJS,,,home
39,regular,98,15,NOLA,AZ,,,away
39,regular,99,15,CHI,BER,,,home
39,regular,100,15,HON,BAL,,,away
39,regular,101,15,SJS,AUS,,,home
39,regular,102,15,OCO,NYS,,,tie
39,regular,103,15,COL,CTC,,,home
39,regular,104,15,SAR,YKW,,,home
39,regular,105,16,AUS,NYS,,,home
39,regular,106,16,AZ,HON,,,home
39,regular,107,16,OCO,COL,,,away
39,regular,108,16,CTC,BER,,,home
39,regular,109,16,CHI,YKW,,,home
39,regular,110,16,BAL,SAR,,,away
39,regular,111,16,SJS,NOLA,,,away
39,playoff,10017,17,AUS,NOLA,21.0,22.0,away
39,playoff,10017,17,SAR,CHI,22.0,24.0,away
39,playoff,10018,18,AZ,NOLA,37.0,24.0,home
39,playoff,10018,18,YKW,CHI,48.0,27.0,home
39,playoff,10019,19,YKW,AZ,34.0,6.0,home
40,regular,0,1,CTC,BAL,,,home
40,regular,1,1,CHI,COL,,,home
40,regular,2,1,AUS,AZ,,,away
40,regular,3,1,HON,BER,,,away
40,regular,4,1,SJS,NOLA,,,away
40,regular,5,1,YKW,SAR,,,home
40,regular,6,1,OCO,NYS,,,away
40,regular,7,2,AZ,NOLA,,,home
40,regular,8,2,SAR,BER,,,home
40,regular,9,2,OCO,BAL,,,home
40,regular,10,2,CHI,YKW,,,away
40,regular,11,2,HON,AUS,,,away
40,regular,12,2,COL,CTC,,,away
40,regular,13,2,NYS,SJS,,,away
40,regular,14,3,NYS,CTC,,,away
40,regular,15,3,SJS,AZ,,,home
40,regular,16,3,AUS,OCO,,,home
40,regular,17,3,NOLA,HON,,,home
40,regular,18,3,BER,CHI,,,away
40,regular,19,3,BAL,SAR,,,home
40,regular,20,3,YKW,COL,,,away
40,regular,21,4,BAL,BER,,,home
40,regular,22,4,AZ,NYS,,,home
40,regular,23,4,SAR,CHI,,,away
40,regular,24,4,NOLA,AUS,,,away
40,regular,25,4,CTC,YKW,,,away
40,regular,26,4,SJS,COL,,,away
40,regular,27,4,OCO,HON,,,away
40,regular,28,5,NYS,HON,,,away
40,regular,29,5,AZ,OCO,,,home
40,regular,30,5,SAR,COL,,,home
40,regular,31,5,AUS,SJS,,,home
40,regular,32,5,YKW,BAL,,,home
40,regular,33,5,BER,CTC,,,away
40,regular,34,5,NOLA,CHI,,,home
40,regular,35,6,CHI,CTC,,,home
40,regular,36,6,SJS,OCO,,,away
40,regular,37,6,AUS,SAR,,,away
40,regular,38,6,NYS,NOLA,,,home
40,regular,39,6,HON,AZ,,,away
40,regular,40,6,COL,BAL,,,home
40,regular,41,6,BER,YKW,,,away
40,regular,42,7,CTC,SAR,,,home
40,regular,43,7,AUS,NYS,,,home
40,regular,44,7,AZ,YKW,,,home
40,regular,45,7,OCO,NOLA,,,home
40,regular,46,7,HON,SJS,,,away
40,regular,47,7,BAL,CHI,,,away
40,regular,48,7,COL,BER,,,home
40,regular,49,8,BAL,NYS,,,home
40,regular,50,8,BER,OCO,,,tie
40,regular,51,8,SAR,AZ,,,away
40,regular,52,8,CHI,HON,,,home
40,regular,53,8,COL,NOLA,,,away
40,regular,54,8,YKW,SJS,,,home
40,regular,55,8,CTC,AUS,,,home
40,regular,56,9,SJS,CTC,,,away
40,regular,57,9,NOLA,YKW,,,away
40,regular,58,9,NYS,BER,,,away
40,regular,59,9,HON,BAL,,,home
40,regular,60,9,AZ,COL,,,home
40,regular,61,9,OCO,SAR,,,away
40,regular,62,9,AUS,CHI,,,away
40,regular,63,10,OCO,AUS,,,home
40,regular,64,10,BER,BAL,,,home
40,regular,65,10,NOLA,NYS,,,home
40,regular,66,10,YKW,CTC,,,home
40,regular,67,10,AZ,HON,,,home
40,regular,68,10,COL,SAR,,,tie
40,regular,69,10,CHI,SJS,,,home
40,regular,70,11,BAL,COL,,,home
40,regular,71,11,CHI,BER,,,home
40,regular,72,11,SJS,NYS,,,home
40,regular,73,11,AUS,HON,,,home
40,regular,74,11,CTC,AZ,,,home
40,regular,75,11,NOLA,OCO,,,away
40,regular,76,11,SAR,YKW,,,home
40,regular,77,12,BAL,CTC,,,home
40,regular,78,12,HON,NOLA,,,home
40,regular,79,12,BER,COL,,,home
40,regular,80,12,SAR,NYS,,,away
40,regular,81,12,YKW,CHI,,,home
40,regular,82,12,AZ,AUS,,,home
40,regular,83,12,OCO,SJS,,,home
40,regular,84,13,BAL,AUS,,,away
40,regular,85,13,NYS,OCO,,,away
40,regular,86,13,SJS,HON,,,home
40,regular,87,13,CHI,SAR,,,home
40,regular,88,13,NOLA,AZ,,,away
40,regular,89,13,COL,YKW,,,home
40,regular,90,13,CTC,BER,,,home
40,regular,91,14,AZ,SJS,,,home
40,regular,92,14,BER,SAR,,,away
40,regular,93,14,AUS,NOLA,,,home
40,regular,94,14,CHI,BAL,,,home
40,regular,95,14,CTC,COL,,,away
40,regular,96,14,YKW,OCO,,,home
40,regular,97,14,HON,NYS,,,away
40,regular,98,15,SJS,AUS,,,away
40,regular,99,15,BAL,YKW,,,away
40,regular,100,15,NYS,AZ,,,away
40,regular,101,15,BER,NOLA,,,home
40,regular,102,15,SAR,CTC,,,home
40,regular,103,15,COL,CHI,,,away
40,regular,104,15,HON,OCO,,,home
40,regular,105,16,NYS,AUS,,,away
40,regular,106,16,NOLA,SJS,,,home
40,regular,107,16,SAR,BAL,,,home
40,regular,108,16,CTC,CHI,,,home
40,regular,109,16,YKW,BER,,,home
40,regular,110,16,COL,HON,,,home
40,regular,111,16,OCO,AZ,,,away
40,playoff,10017,17,AUS,OCO,13.0,20.0,away
40,playoff,10017,17,CHI,CTC,31.0,20.0,home
40,playoff,10018,18,AZ,OCO,37.0,17.0,home
40,playoff,10018,18,YKW,CHI,33.0,17.0,home
40,playoff,10019,19,AZ,YKW,45.0,21.0,home
41,regular,0,1,NOLA,OCO,,,away
41,regular,1,1,YKW,CHI,,,home
41,regular,2,1,HON,SJS,,,home
41,regular,3,1,COL,BER,,,home
41,regular,4,1,CTC,SAR,,,home
41,regular,5,1,AUS,AZ,,,away
41,regular,6,1,NYS,BAL,,,home
41,regular,7,2,SJS,NOLA,,,away
41,regular,8,2,AZ,OCO,,,away
41,regular,9,2,CHI,BAL,,,home
41,regular,10,2,HON,BER,,,home
41,regular,11,2,CTC,YKW,,,home
41,regular,12,2,NYS,AUS,,,away
41,regular,13,2,SAR,COL,,,home
41,regular,14,3,BER,CHI,,,home
41,regular,15,3,YKW,SAR,,,home
41,regular,16,3,SJS,COL,,,home
41,regular,17,3,NOLA,AZ,,,away
41,regular,18,3,AUS,HON,,,away
41,regular,19,3,OCO,NYS,,,home
41,regular,20,3,BAL,CTC,,,away
41,regular,21,4,COL,YKW,,,away
41,regular,22,4,NOLA,SAR,,,away
41,regular,23,4,HON,NYS,,,home
41,regular,24,4,BER,BAL,,,away
41,regular,25,4,AZ,SJS,,,away
41,regular,26,4,CHI,CTC,,,home
41,regular,27,4,OCO,AUS,,,away
41,regular,28,5,BAL,COL,,,away
41,regular,29,5,OCO,CTC,,,home
41,regular,30,5,SJS,NYS,,,home
41,regular,31,5,AZ,HON,,,away
41,regular,32,5,CHI,SAR,,,home
41,regular,33,5,AUS,NOLA,,,home
41,regular,34,5,YKW,BER,,,home
41,regular,35,6,BAL,YKW,,,home
41,regular,36,6,CTC,COL,,,home
41,regular,37,6,NOLA,HON,,,away
41,regular,38,6,AUS,CHI,,,away
41,regular,39,6,SJS,OCO,,,away
41,regular,40,6,NYS,AZ,,,home
41,regular,41,6,SAR,BER,,,home
41,regular,42,7,NYS,NOLA,,,home
41,regular,43,7,BER,CTC,,,away
41,regular,44,7,SAR,BAL,,,home
41,regular,45,7,COL,CHI,,,away
41,regular,46,7,AUS,SJS,,,home
41,regular,47,7,AZ,YKW,,,away
41,regular,48,7,HON,OCO,,,home
41,regular,49,8,SAR,OCO,,,home
41,regular,50,8,YKW,NOLA,,,home
41,regular,51,8,COL,AUS,,,home
41,regular,52,8,BER,SJS,,,away
41,regular,53,8,BAL,HON,,,home
41,regular,54,8,CHI,AZ,,,away
41,regular,55,8,CTC,NYS,,,home
41,regular,56,9,NOLA,COL,,,away
41,regular,57,9,OCO,YKW,,,away
41,regular,58,9,SJS,BAL,,,home
41,regular,59,9,NYS,BER,,,away
41,regular,60,9,AZ,SAR,,,home
41,regular,61,9,HON,CHI,,,away
41,regular,62,9,AUS,CTC,,,away
41,regular,63,10,AZ,NYS,,,home
41,regular,64,10,SAR,CHI,,,home
41,regular,65,10,CTC,NOLA,,,home
41,regular,66,10,HON,AUS,,,home
41,regular,67,10,BAL,BER,,,home
41,regular,68,10,OCO,SJS,,,home
41,regular,69,10,YKW,COL,,,away
41,regular,70,11,COL,AZ,,,away
41,regular,71,11,OCO,HON,,,home
41,regular,72,11,CHI,YKW,,,away
41,regular,73,11,BER,SAR,,,away
41,regular,74,11,CTC,BAL,,,home
41,regular,75,11,NOLA,SJS,,,away
41,regular,76,11,AUS,NYS,,,away
41,regular,77,12,HON,NOLA,,,home
41,regular,78,12,BER,COL,,,home
41,regular,79,12,NYS,OCO,,,away
41,regular,80,12,BAL,SAR,,,away
41,regular,81,12,CHI,SJS,,,home
41,regular,82,12,YKW,CTC,,,away
41,regular,83,12,AZ,AUS,,,home
41,regular,84,13,SAR,YKW,,,away
41,regular,85,13,COL,BAL,,,away
41,regular,86,13,BER,AUS,,,home
41,regular,87,13,SJS,HON,,,away
41,regular,88,13,NOLA,NYS,,,away
41,regular,89,13,CTC,CHI,,,away
41,regular,90,13,OCO,AZ,,,away
41,regular,91,14,COL,SAR,,,away
41,regular,92,14,YKW,HON,,,away
41,regular,93,14,NYS,SJS,,,away
41,regular,94,14,AZ,NOLA,,,home
41,regular,95,14,BAL,CHI,,,away
41,regular,96,14,AUS,OCO,,,home
41,regular,97,14,CTC,BER,,,home
41,regular,98,15,SAR,CTC,,,away
41,regular,99,15,NYS,HON,,,home
41,regular,100,15,NOLA,AUS,,,away
41,regular,101,15,BER,YKW,,,away
41,regular,102,15,SJS,AZ,,,away
41,regular,103,15,BAL,OCO,,,away
41,regular,104,15,CHI,COL,,,away
41,regular,105,16,HON,AZ,,,away
41,regular,106,16,SJS,AUS,,,away
41,regular,107,16,OCO,NOLA,,,home
41,regular,108,16,CHI,BER,,,away
41,regular,109,16,COL,CTC,,,away
41,regular,110,16,YKW,BAL,,,away
41,regular,111,16,SAR,NYS,,,away
41,playoff,10017,17,AZ,OCO,34.0,26.0,home
41,playoff,10017,17,YKW,SAR,16.0,40.0,away
41,playoff,10018,18,HON,AZ,20.0,43.0,away
41,playoff,10018,18,CTC,SAR,34.0,20.0,home
41,playoff,10019,19,CTC,AZ,20.0,18.0,home
42,regular,0,1,SAR,CHI,,,home
42,regular,1,1,AZ,HON,,,away
42,regular,2,1,NOLA,BER,,,away
42,regular,3,1,AUS,OCO,,,away
42,regular,4,1,CTC,YKW,,,home
42,regular,5,1,NYS,SJS,,,away
42,regular,6,1,BAL,COL,,,home
42,regular,7,2,AUS,HON,,,home
42,regular,8,2,AZ,NYS,,,home
42,regular,9,2,OCO,NOLA,,,home
42,regular,10,2,BER,SAR,,,home
42,regular,11,2,COL,YKW,,,away
42,regular,12,2,CTC,CHI,,,home
42,regular,13,2,SJS,BAL,,,away
42,regular,14,3,SJS,AUS,,,away
42,regular,15,3,HON,OCO,,,home
42,regular,16,3,YKW,BER,,,home
42,regular,17,3,NYS,COL,,,home
42,regular,18,3,SAR,CTC,,,home
42,regular,19,3,NOLA,AZ,,,away
42,regular,20,3,CHI,BAL,,,away
42,regular,21,4,YKW,SAR,,,home
42,regular,22,4,OCO,AZ,,,away
42,regular,23,4,BAL,CTC,,,home
42,regular,24,4,AUS,CHI,,,home
42,regular,25,4,NYS,NOLA,,,home
42,regular,26,4,COL,BER,,,away
42,regular,27,4,HON,SJS,,,home
42,regular,28,5,YKW,CHI,,,away
42,regular,29,5,AZ,AUS,,,home
42,regular,30,5,CTC,COL,,,away
42,regular,31,5,BER,BAL,,,home
42,regular,32,5,OCO,SAR,,,away
42,regular,33,5,SJS,NOLA,,,away
42,regular,34,5,HON,NYS,,,home
42,regular,35,6,AZ,SJS,,,home
42,regular,36,6,HON,CTC,,,away
42,regular,37,6,NYS,OCO,,,home
42,regular,38,6,NOLA,AUS,,,away
42,regular,39,6,COL,SAR,,,away
42,regular,40,6,CHI,BER,,,home
42,regular,41,6,BAL,YKW,,,away
42,regular,42,7,BER,CTC,,,away
42,regular,43,7,SAR,BAL,,,away
42,regular,44,7,AUS,NYS,,,home
42,regular,45,7,AZ,YKW,,,home
42,regular,46,7,SJS,OCO,,,home
42,regular,47,7,NOLA,HON,,,away
42,regular,48,7,CHI,COL,,,away
42,regular,49,8,BER,NYS,,,away
42,regular,50,8,YKW,HON,,,away
42,regular,51,8,SAR,NOLA,,,home
42,regular,52,8,CHI,OCO,,,away
42,regular,53,8,CTC,AUS,,,away
42,regular,54,8,BAL,AZ,,,home
42,regular,55,8,COL,SJS,,,home
42,regular,56,9,BER,COL,,,home
42,regular,57,9,OCO,SJS,,,away
42,regular,58,9,CTC,BAL,,,home
42,regular,59,9,HON,NOLA,,,home
42,regular,60,9,CHI,YKW,,,away
42,regular,61,9,SAR,AUS,,,away
42,regular,62,9,NYS,AZ,,,home
42,regular,63,10,SAR,BER,,,home
42,regular,64,10,AUS,SJS,,,away
42,regular,65,10,AZ,NOLA,,,home
42,regular,66,10,BAL,HON,,,home
42,regular,67,10,OCO,NYS,,,away
42,regular,68,10,YKW,CTC,,,away
42,regular,69,10,COL,CHI,,,home
42,regular,70,11,AUS,BAL,,,home
